remitente,destinatario,asunto,fecha_envio,tamano,num_destinatarios,contenido,num_enlaces,adjunto,etiqueta
rene33@example.net,pereztatiana@example.com,Invitación a cumpleaños,2025-07-27 10:56:36,12,1,Riesgo población sociedad conocimiento apenas. Serán esa he ningún parís contenido. Encuentro interior i habla. Allá sobre minutos gonzález tendrá. Dirección toma encuentro amigo una.,0,DOCX,ham
ildefonso97@example.net,caridad75@example.org,Invitación a cumpleaños,2025-03-19 04:33:24,380,1,Mano elementos socialista somos pasa. Podría ocho chile época victoria efecto zonas. Mujeres sean acciones fuera hicieron.,0,DOCX,ham
kikealeman@example.org,zvilalta@example.com,¡Gana dinero rápido!,2025-04-20 02:44:42,476,1,menor ninguna derecho si uno tras hoy oferta limitada,3,ZIP,spam
ocalderon@example.net,munozmoises@example.org,Reporte semanal,2025-03-20 15:41:32,446,2,Izquierda último trata solución presente idea ve. Jamás mañana difícil un. Europa tú unas policía. Carácter ley otras mujer.,1,Ninguno,ham
aalmeida@example.net,ainoaquiroga@example.net,Haz clic aquí para reclamar tu premio,2025-01-17 12:20:42,237,2,europa les muerto debe mirada me social oferta limitada,1,DOCX,spam
doramanrique@example.org,vizcainoanna@example.com,Reunión de trabajo,2025-01-23 17:45:18,27,4,Mejor visto resto personal educación hermano pueda. Fin origen consumo dicen banco.,0,DOCX,ham
bernabeperera@example.org,yvives@example.net,Reunión de trabajo,2025-06-15 09:47:27,322,2,Explicó posibilidades condiciones decir mundo cambios. Pone ocho además dijo espacio.,1,Ninguno,ham
espiridion40@example.org,mayoralsandra@example.org,Haz clic aquí para reclamar tu premio,2025-01-19 01:39:14,480,5,norte área eran sin volver sus relación generales marzo ideas incluso otros haz clic aquí,3,EXE,spam
espadachuy@example.org,bmarti@example.com,Reunión de trabajo,2025-04-06 12:19:54,425,3,Asunto máximo argentina apenas consumo semana bien. Mar estamos cerca dice. Sociedad plan cosas ministro. Habían sociales muchos mirada. Aquel análisis ningún.,0,DOCX,ham
benigno76@example.net,benigno48@example.net,Reunión de trabajo,2025-01-12 00:07:55,493,4,Marcha cuales cosa. Junto internacional organización siquiera lejos mayor democracia mundial. Llegar van todos vuelve fuerza porque. Único mundo un quienes mientras. Señora imagen muerte barcelona dolor.,1,PDF,ham
usala@example.com,eleuteriorey@example.com,¡Gana dinero rápido!,2025-04-18 10:59:38,436,2,cargo mal puesto unidos uno industria produce principio tras cinco origen sueño afirmó libros horas haz clic aquí,4,ZIP,spam
lucianoroman@example.net,blancarodrigo@example.net,Reunión de trabajo,2025-06-22 06:45:08,237,5,Favor mesa atención quería. Bastante calidad e.,0,PDF,ham
marianela54@example.com,vicenta40@example.net,Viagra barato,2025-04-29 21:32:16,167,3,línea llegado existe él claro guerra oferta limitada,2,EXE,spam
qgaya@example.net,fpalacio@example.com,Invitación a cumpleaños,2025-02-03 12:49:00,434,3,Fácil práctica puesto puede hijo. Carrera debía eran tema hermano memoria. Años país resultados puesto decir silencio medidas.,1,PDF,ham
dafnecalleja@example.net,zoraida71@example.com,Reunión de trabajo,2025-08-25 04:20:07,315,1,Expresión llega podría opinión región. Único último formas conseguir metros gonzález. Club este cultural sobre.,1,DOCX,ham
alexandra53@example.com,figueraszaira@example.net,¡Gana dinero rápido!,2025-03-12 09:17:34,475,1,b centro hoy seguro nuevo fuentes usted recursos lleva real dado fuera trabajo haz clic aquí,5,DOCX,spam
irisortiz@example.net,soliveras@example.com,Viagra barato,2025-07-21 21:33:23,373,2,comisión dios encontrar principio supuesto prensa reclama ya,4,DOCX,spam
concha36@example.net,barrioluis@example.org,¡Gana dinero rápido!,2025-01-19 17:19:26,67,3,señaló norte autoridades santiago sólo sólo formación septiembre propio temas siquiera vivir haz clic aquí,4,PDF,spam
npaz@example.org,trinidadarnal@example.com,¡Gana dinero rápido!,2025-08-12 19:15:31,126,4,lo el centros iba esta fuerte dejó u lópez época maría buen le barcelona mismos oferta limitada,2,EXE,spam
ibanezvenceslas@example.org,silvestrepaz@example.net,Viagra barato,2025-05-25 11:54:24,496,3,muerto sido hizo tema así se cuestión haciendo siquiera resultados calle haz clic aquí,4,EXE,spam
emilianobadia@example.net,suarezximena@example.com,Haz clic aquí para reclamar tu premio,2025-01-08 10:31:59,291,1,cantidad modelo quedó práctica origen expresión aquellos o siquiera diez hermano español oferta limitada,4,PDF,spam
porfiriocarbo@example.com,mamenarteaga@example.org,Invitación a cumpleaños,2025-02-27 22:12:49,34,5,Recursos industria última sector por metros. Plazo uno mantener dio solución campaña contenido. Entre primero análisis imagen marco hijos hombre.,1,PDF,ham
armasmayte@example.org,begona49@example.com,Confirmación de cita médica,2025-07-16 10:26:24,288,1,Hecho grupos barcelona debía miembros origen asunto. Largo hubo han y si izquierda español santa. Siguiente mantener costa color unos alrededor. Fue fondo larga.,0,DOCX,ham
oliverasildefonso@example.net,carmonayago@example.net,¡Gana dinero rápido!,2025-05-15 10:27:30,149,2,entrar veces menos dar vida oferta limitada,2,PDF,spam
umiguel@example.com,jose41@example.net,Reporte semanal,2025-03-09 03:15:05,347,4,Haciendo reunión ciudad hora corazón servicio. Pronto su negro sangre tuvo justicia fondo dinero.,1,Ninguno,ham
gironaisabela@example.com,emolins@example.com,OFERTA exclusiva solo hoy,2025-06-03 06:47:25,121,5,año muerte tomar juego podrá vio prensa entrada reclama ya,2,DOCX,spam
pllano@example.com,jimenaquiros@example.net,Viagra barato,2025-01-11 14:30:35,56,5,puntos condiciones sociedad ejército desde suelo sobre mayo cosas quiere noche anterior oferta limitada,3,PDF,spam
eli61@example.org,simonsanabria@example.org,OFERTA exclusiva solo hoy,2025-01-22 06:32:02,182,3,supuesto pasar región ambiente médico cuales actitud haz clic aquí,1,ZIP,spam
almudenacordoba@example.com,belen58@example.org,Invitación a cumpleaños,2025-06-28 07:05:42,121,2,Próximo llevar situación doctor carlos asimismo. Tener en contra grupo. Nombre nuevos fútbol vía. Efectos control sí. Caso cuarto antes tipos dónde.,0,Ninguno,ham
nmuniz@example.net,rboada@example.org,Invitación a cumpleaños,2025-07-13 00:16:03,410,5,Hacer millones director pablo puso falta. Cine mejores paso nuevo modelo ella. Causa sé fin local. Mil durante pueblo anterior zona.,0,PDF,ham
ravila@example.net,ycardona@example.net,Trabajo desde casa y gana $$$,2025-08-24 10:50:53,43,4,economía natural llevar hechos tu hermano humana embargo reclama ya,4,PDF,spam
amorosrocio@example.net,mayte68@example.net,Confirmación de cita médica,2025-05-03 11:53:50,473,3,Igual reforma área pasa función estoy. Director mejor psoe incluso.,0,Ninguno,ham
fernanda52@example.com,plinio09@example.org,OFERTA exclusiva solo hoy,2025-02-15 12:43:42,215,2,mirada tú mismos otra creación antonio entrada uno local martín demasiado allá cara sean hermano reclama ya,5,DOCX,spam
nogueiratrinidad@example.com,carreteroflorencia@example.com,Invitación a cumpleaños,2025-06-25 19:47:13,319,2,Región silencio términos música. Revolución resto existencia estado interior hecho. Recursos favor viene a presencia popular.,1,PDF,ham
reynaldo19@example.org,wilfredoacevedo@example.com,Confirmación de cita médica,2025-04-09 17:59:45,344,3,Había varias calle día popular. Tu tenido habría días. Trabajar qué principio da pueblo. Mitad fuego militares con pasa. José atención con estos premio alto.,0,Ninguno,ham
oliverasegismundo@example.com,alonsoolalla@example.net,¡Gana dinero rápido!,2025-03-01 09:33:07,328,1,película finalmente mayoría muy miembros verdad oferta limitada,3,DOCX,spam
portillodolores@example.net,jesusavera@example.com,Viagra barato,2025-04-26 12:54:19,461,2,radio embargo jorge realizar obstante unos crecimiento los políticos autoridades mujer haz clic aquí,4,ZIP,spam
wcanizares@example.net,adoracionblazquez@example.org,Trabajo desde casa y gana $$$,2025-06-07 10:24:54,355,5,nuevos cual distintos rey pasado encuentra acciones oferta limitada,1,EXE,spam
alberomarianela@example.net,rupertaarnaiz@example.com,Trabajo desde casa y gana $$$,2025-04-15 00:51:37,184,5,música méxico libros voy dio sólo relación esos consumo película ocasión humano he haz clic aquí,4,EXE,spam
pedroferrandiz@example.com,amorosquique@example.org,Reunión de trabajo,2025-06-24 02:28:08,253,3,Texto investigación visto con hacía. He somos revolución quizá pregunta iba sangre. Acto largo pablo industria. Están apoyo condiciones.,1,PDF,ham
irmaaramburu@example.com,gloria47@example.net,OFERTA exclusiva solo hoy,2025-03-23 04:15:50,102,4,operación está aquellas según país marzo meses haz clic aquí,5,ZIP,spam
calixto97@example.com,riveramicaela@example.net,¡Gana dinero rápido!,2025-02-26 06:26:03,57,4,cámara mirada origen parís santiago fuentes hombre último miguel oferta limitada,4,EXE,spam
gemasaenz@example.net,emilia87@example.com,Invitación a cumpleaños,2025-04-16 19:04:50,381,1,Análisis carácter santa características gobierno cuba consumo. Material recursos siguiente constitución. Comunidad casi espacio resto estar p. Haciendo incluso trata sólo d línea principales.,1,PDF,ham
teresa61@example.com,camaraadela@example.net,Reunión de trabajo,2025-07-23 23:53:38,265,1,González salud diversas todas vuelta pudo por premio. Manos señor conocimiento dentro supuesto especie. Francisco hemos siguientes difícil. Interior francisco cosas ya con tengo estar.,0,DOCX,ham
jose-antonionino@example.net,ernesto05@example.net,Haz clic aquí para reclamar tu premio,2025-04-13 15:40:15,269,2,presente república producto temas noche deja ahí programas vuelve español todas pesetas dirección desde comunidad reclama ya,3,DOCX,spam
navarroangela@example.net,lisandro51@example.com,Haz clic aquí para reclamar tu premio,2025-01-16 06:27:14,51,5,algunas pueblo contenido carlos ciento reclama ya,1,ZIP,spam
severodiaz@example.org,soniavendrell@example.com,Trabajo desde casa y gana $$$,2025-02-09 04:42:34,247,1,quizá serán alguien padre mundial estoy miedo segunda ciento haz clic aquí,2,DOCX,spam
bonillaramona@example.net,calatayudaranzazu@example.com,Haz clic aquí para reclamar tu premio,2025-05-30 04:06:12,270,1,hubo mesa podrá lo también esas haz clic aquí,4,ZIP,spam
evangelinamartin@example.com,lorenzopallares@example.org,Trabajo desde casa y gana $$$,2025-04-17 20:57:22,189,5,económico curso don sala carácter además dicho cuya bastante padre nadie reclama ya,1,EXE,spam
jluna@example.net,martinobdulia@example.com,Invitación a cumpleaños,2025-07-27 18:20:57,120,4,Carlos martín tarde haciendo. Sola central posibilidades visto necesario mejor encontrar. Niños debido segundo atrás mis señaló pone mitad. Junio cierto cabo juez.,0,PDF,ham
degea@example.org,acevedosusanita@example.org,Reporte semanal,2025-03-22 20:12:18,361,2,Ministerio república aquellos sala millones otra económico. Diversos forma lo pie nuestro. Revolución problemas justicia j económica tal hijos.,0,DOCX,ham
gilabertclimaco@example.com,manolo97@example.org,Trabajo desde casa y gana $$$,2025-01-02 12:25:39,420,4,cierta hijos sido esos ya primeras humana riesgo materia incluso haz clic aquí,2,PDF,spam
gegea@example.net,sierraaranzazu@example.net,OFERTA exclusiva solo hoy,2025-06-19 00:50:11,273,1,supuesto sabía rey sola últimos parís sistemas siquiera tierra libertad más libertad primer rafael oferta limitada,5,DOCX,spam
vartigas@example.org,casandra37@example.org,¡Gana dinero rápido!,2025-07-29 20:13:06,112,2,ambiente presencia tenido pasar sean media aquellos jorge aquella oferta limitada,1,ZIP,spam
marceloandrade@example.net,xtorralba@example.org,Trabajo desde casa y gana $$$,2025-08-14 19:30:27,145,5,fueron nadie modo resultados producto defensa mismos don estructura estilo solución ha especie reclama ya,3,PDF,spam
delia66@example.net,fferrando@example.net,Confirmación de cita médica,2025-06-07 11:32:51,369,4,Habían popular actitud para. Aquellos nuestros dice suficiente. Ejército nuevas reforma finalmente llegó destino millones. Jóvenes luis espacio alto. Su función dirección servicios paz mis entonces.,1,PDF,ham
castejonsancho@example.net,correajuan-jose@example.net,Reporte semanal,2025-01-07 15:22:20,69,1,Ii fecha e proceso servicios hermano. Viene modo bien humana decisión libro está eran. Pregunta había esfuerzo diferencia las llamado investigación. Principio cara últimos madre líder miguel llegado construcción.,0,PDF,ham
jenny33@example.com,guijarronarciso@example.org,Invitación a cumpleaños,2025-03-24 11:00:39,255,5,Hijo padres ambiente quién muy humanos interés. Ayuda total carta juan economía. Temas creación cinco generales bueno estudios defensa. Crisis posible partido ejército manuel acerca palabra. Todo ciudad principal fueron voz.,0,DOCX,ham
delgadobrunilda@example.org,galvezcirino@example.org,Invitación a cumpleaños,2025-02-11 23:55:36,401,1,Internacional conocimiento animales condiciones. Próximo mediante gente puede modo control. Ley puerta único. R conocer puesto misma nueva.,0,PDF,ham
sarmengol@example.com,gertrudis01@example.org,Reunión de trabajo,2025-03-29 18:56:48,153,1,Respecto otra gonzález i. Este entre más hasta. Menor igual cosa hora.,0,Ninguno,ham
domingocozar@example.net,juanamigo@example.org,Invitación a cumpleaños,2025-06-06 16:54:30,305,2,Investigación peso tendrá. Paciente incluso ocasión aumento datos se fue. D josé seguir precios aquí tendrá hija. Sé peor baja sino.,1,PDF,ham
monrealamparo@example.com,oscar94@example.com,OFERTA exclusiva solo hoy,2025-01-03 06:18:14,488,3,llegó viene hombres algunas precios tan interés hay política policía padres muchas pueblo él haz clic aquí,3,ZIP,spam
wbonilla@example.net,vdaza@example.org,Trabajo desde casa y gana $$$,2025-05-16 18:49:41,445,3,afirmó ayuda existencia eran atrás electoral apenas pedro base principio oferta limitada,4,PDF,spam
aurelioesteban@example.net,jose-franciscoagudo@example.org,Invitación a cumpleaños,2025-03-05 11:35:34,416,4,Compañía tiene buena llamado sé mirada habría. Considera nivel lleva equipo iba trabajo además sector.,0,DOCX,ham
trini06@example.org,loboluna@example.net,OFERTA exclusiva solo hoy,2025-02-03 13:43:32,24,1,cinco difícil medidas constitución sin cosas posibilidad hija sí partir blanco compañía haz clic aquí,3,DOCX,spam
novoaberto@example.net,lbellido@example.com,Reunión de trabajo,2025-05-08 18:58:29,283,4,Unos el dar escuela solución. Madrid mundial personas. Mirada programas desde una.,0,DOCX,ham
tiburcio68@example.org,ledesmajenny@example.net,Viagra barato,2025-05-28 14:20:07,476,2,dan sistema niveles interior españa pablo busca oferta limitada,3,DOCX,spam
fpardo@example.net,zcamps@example.org,Reunión de trabajo,2025-07-17 18:24:12,56,4,García demasiado será aquel. Trabajo casos cada contrario quedó. Mes niño enfermedad parte. Gracias sería humana acciones aparece oficial. Imágenes sino ambiente pequeño cualquier desarrollo otras.,0,DOCX,ham
panglada@example.org,imurcia@example.org,Invitación a cumpleaños,2025-06-23 00:30:01,494,4,Él investigación internacional curso le esfuerzo aunque hombres. Proyecto enero unión.,0,PDF,ham
concha13@example.net,maximilianoizquierdo@example.org,Trabajo desde casa y gana $$$,2025-08-20 14:21:57,432,4,precio hospital doctor finalmente américa condiciones oferta limitada,2,DOCX,spam
juan-carlos29@example.org,regulo47@example.net,Confirmación de cita médica,2025-07-16 06:35:02,69,1,Asociación lópez segunda atención. Pedro toda vuelta única. Resulta tenía voy tienen quien salud volvió organización.,0,PDF,ham
canalesrafaela@example.org,fernandamas@example.org,Reporte semanal,2025-06-15 04:32:57,212,2,Congreso dejó posibilidades por televisión propia temas. Solución metros saber nadie nueva participación quienes. Pese llegó cuestión uso has hospital pese. Cómo español diversos humanos precios aspecto tierra.,0,DOCX,ham
